two_theta,intensity,sample
82.1,32.44,hydroxypyromorphite
82.15,25.63,hydroxypyromorphite
82.2,33.11,hydroxypyromorphite
82.25,30.14,hydroxypyromorphite
82.3,49.63,hydroxypyromorphite
82.35,35.28,hydroxypyromorphite
82.4,41.73,hydroxypyromorphite
82.45,55.73,hydroxypyromorphite
82.5,36.63,hydroxypyromorphite
82.55,40.91,hydroxypyromorphite
82.6,34.57,hydroxypyromorphite
82.65,43.08,hydroxypyromorphite
82.7,26.79,hydroxypyromorphite
82.75,29.89,hydroxypyromorphite
82.8,35.7,hydroxypyromorphite
82.85,43.03,hydroxypyromorphite
82.9,36.13,hydroxypyromorphite
82.95,51.23,hydroxypyromorphite
83,56.9,hydroxypyromorphite
83.05,57.82,hydroxypyromorphite
83.1,56.61,hydroxypyromorphite
83.15,62.97,hydroxypyromorphite
83.2,42.91,hydroxypyromorphite
83.25,61.86,hydroxypyromorphite
83.3,55.33,hydroxypyromorphite
83.35,59.64,hydroxypyromorphite
83.4,58.38,hydroxypyromorphite
83.45,60.02,hydroxypyromorphite
83.5,57.86,hydroxypyromorphite
83.55,39.26,hydroxypyromorphite
83.6,64.46,hydroxypyromorphite
83.65,61.88,hydroxypyromorphite
83.7,60.21,hydroxypyromorphite
83.75,51.67,hydroxypyromorphite
83.8,56.73,hydroxypyromorphite
83.85,34.82,hydroxypyromorphite
83.9,47.04,hydroxypyromorphite
83.95,47.13,hydroxypyromorphite
84,47.02,hydroxypyromorphite
84.05,28.6,hydroxypyromorphite
84.1,39.13,hydroxypyromorphite
84.15,28.61,hydroxypyromorphite
84.2,32.95,hydroxypyromorphite
84.25,46.38,hydroxypyromorphite
84.3,32.55,hydroxypyromorphite
84.35,37.01,hydroxypyromorphite
84.4,32.08,hydroxypyromorphite
84.45,24.5,hydroxypyromorphite
84.5,19.43,hydroxypyromorphite
84.55,29.73,hydroxypyromorphite
84.6,35.7,hydroxypyromorphite
84.65,34.73,hydroxypyromorphite
84.7,37.53,hydroxypyromorphite
84.75,40.16,hydroxypyromorphite
84.8,38.86,hydroxypyromorphite
84.85,23.48,hydroxypyromorphite
84.9,44.42,hydroxypyromorphite
84.95,22.24,hydroxypyromorphite
85,18.88,hydroxypyromorphite
85.05,21.4,hydroxypyromorphite
85.1,46.02,hydroxypyromorphite
85.15,34.37,hydroxypyromorphite
85.2,29.28,hydroxypyromorphite
85.25,43.65,hydroxypyromorphite
85.3,40.67,hydroxypyromorphite
85.35,49.87,hydroxypyromorphite
85.4,45.67,hydroxypyromorphite
85.45,32.87,hydroxypyromorphite
85.5,44.2,hydroxypyromorphite
85.55,38.05,hydroxypyromorphite
85.6,45.42,hydroxypyromorphite
85.65,33.33,hydroxypyromorphite
85.7,32.17,hydroxypyromorphite
85.75,56.7,hydroxypyromorphite
85.8,51.11,hydroxypyromorphite
85.85,44.66,hydroxypyromorphite
85.9,77.92,hydroxypyromorphite
85.95,41.77,hydroxypyromorphite
86,49.71,hydroxypyromorphite
86.05,48.16,hydroxypyromorphite
86.1,50.47,hydroxypyromorphite
86.15,29.7,hydroxypyromorphite
86.2,37.23,hydroxypyromorphite
86.25,35.59,hydroxypyromorphite
86.3,39.19,hydroxypyromorphite
86.35,31.48,hydroxypyromorphite
86.4,34.39,hydroxypyromorphite
86.45,43.25,hydroxypyromorphite
86.5,28.85,hydroxypyromorphite
86.55,25.68,hydroxypyromorphite
86.6,24.14,hydroxypyromorphite
86.65,32.15,hydroxypyromorphite
86.7,27.34,hydroxypyromorphite
86.75,27.46,hydroxypyromorphite
86.8,36.85,hydroxypyromorphite
86.85,20.93,hydroxypyromorphite
86.9,34.19,hydroxypyromorphite
86.95,29.68,hydroxypyromorphite
87,26.42,hydroxypyromorphite
87.05,22.99,hydroxypyromorphite
87.1,30.16,hydroxypyromorphite
87.15,32.12,hydroxypyromorphite
87.2,30.43,hydroxypyromorphite
87.25,36.37,hydroxypyromorphite
87.3,19.16,hydroxypyromorphite
87.35,33.27,hydroxypyromorphite
87.4,18.29,hydroxypyromorphite
87.45,33.5,hydroxypyromorphite
87.5,23.8,hydroxypyromorphite
87.55,30.5,hydroxypyromorphite
87.6,27.06,hydroxypyromorphite
87.65,28.31,hydroxypyromorphite
87.7,33.23,hydroxypyromorphite
87.75,34.38,hydroxypyromorphite
87.8,29.16,hydroxypyromorphite
87.85,22.9,hydroxypyromorphite
87.9,27.21,hydroxypyromorphite
87.95,28.38,hydroxypyromorphite
88,33.97,hydroxypyromorphite
88.05,39.36,hydroxypyromorphite
88.1,40.45,hydroxypyromorphite
88.15,35.5,hydroxypyromorphite
88.2,28.18,hydroxypyromorphite
88.25,35.21,hydroxypyromorphite
88.3,47.31,hydroxypyromorphite
88.35,46.75,hydroxypyromorphite
88.4,45.97,hydroxypyromorphite
88.45,60.28,hydroxypyromorphite
88.5,59.97,hydroxypyromorphite
88.55,48.79,hydroxypyromorphite
88.6,45.01,hydroxypyromorphite
88.65,50.37,hydroxypyromorphite
88.7,37.54,hydroxypyromorphite
88.75,65.03,hydroxypyromorphite
88.8,65.21,hydroxypyromorphite
88.85,59.1,hydroxypyromorphite
88.9,60.62,hydroxypyromorphite
88.95,65.67,hydroxypyromorphite
89,27.74,hydroxypyromorphite
89.05,44.38,hydroxypyromorphite
89.1,37.93,hydroxypyromorphite
89.15,52.19,hydroxypyromorphite
89.2,48.48,hydroxypyromorphite
89.25,39.7,hydroxypyromorphite
89.3,50.08,hydroxypyromorphite
89.35,54.01,hydroxypyromorphite
89.4,29.34,hydroxypyromorphite
89.45,40.15,hydroxypyromorphite
89.5,37.34,hydroxypyromorphite
89.55,34.43,hydroxypyromorphite
89.6,32.45,hydroxypyromorphite
89.65,50.03,hydroxypyromorphite
89.7,47.91,hydroxypyromorphite
89.75,37.3,hydroxypyromorphite
89.8,35.81,hydroxypyromorphite
89.85,43.14,hydroxypyromorphite
89.9,37.88,hydroxypyromorphite
89.95,18.87,hydroxypyromorphite
90,26.81,hydroxypyromorphite
10,63.98,lead_carbonate
10.05,53.12,lead_carbonate
10.1,49.73,lead_carbonate
10.15,51.33,lead_carbonate
10.2,48.7,lead_carbonate
10.25,59.2,lead_carbonate
10.3,58.17,lead_carbonate
10.35,36.45,lead_carbonate
10.4,54.01,lead_carbonate
10.45,53.47,lead_carbonate
10.5,61.25,lead_carbonate
10.55,43.3,lead_carbonate
10.6,53.98,lead_carbonate
10.65,55.88,lead_carbonate
10.7,63.86,lead_carbonate
10.75,54.16,lead_carbonate
10.8,55.16,lead_carbonate
10.85,57.24,lead_carbonate
10.9,49.01,lead_carbonate
10.95,70.5,lead_carbonate
11,83.43,lead_carbonate
11.05,72.31,lead_carbonate
11.1,93.14,lead_carbonate
11.15,109.36,lead_carbonate
11.2,103.5,lead_carbonate
11.25,64.64,lead_carbonate
11.3,60.4,lead_carbonate
11.35,60.8,lead_carbonate
11.4,48.99,lead_carbonate
11.45,62.45,lead_carbonate
11.5,46.99,lead_carbonate
11.55,47.38,lead_carbonate
11.6,48.09,lead_carbonate
11.65,44.76,lead_carbonate
11.7,49.67,lead_carbonate
11.75,46.72,lead_carbonate
11.8,53.12,lead_carbonate
11.85,44.19,lead_carbonate
11.9,41.22,lead_carbonate
11.95,53.23,lead_carbonate
12,45.79,lead_carbonate
12.05,51.17,lead_carbonate
12.1,54.41,lead_carbonate
12.15,47.09,lead_carbonate
12.2,61.28,lead_carbonate
12.25,51.49,lead_carbonate
12.3,53.63,lead_carbonate
12.35,54.63,lead_carbonate
12.4,36.65,lead_carbonate
12.45,49.35,lead_carbonate
12.5,36.64,lead_carbonate
12.55,49.43,lead_carbonate
12.6,51.21,lead_carbonate
12.65,33.66,lead_carbonate
12.7,48.84,lead_carbonate
12.75,57.16,lead_carbonate
12.8,50.53,lead_carbonate
12.85,45.29,lead_carbonate
12.9,58.39,lead_carbonate
12.95,32.21,lead_carbonate
13,54.45,lead_carbonate
13.05,44.11,lead_carbonate
13.1,32.66,lead_carbonate
13.15,47.05,lead_carbonate
13.2,35.02,lead_carbonate
13.25,55.43,lead_carbonate
13.3,36.42,lead_carbonate
13.35,31.9,lead_carbonate
13.4,52.45,lead_carbonate
13.45,47.36,lead_carbonate
13.5,55.72,lead_carbonate
13.55,51.31,lead_carbonate
13.6,45.31,lead_carbonate
13.65,56.52,lead_carbonate
13.7,37.74,lead_carbonate
13.75,52.46,lead_carbonate
13.8,33.25,lead_carbonate
13.85,34.78,lead_carbonate
13.9,50.24,lead_carbonate
13.95,38.23,lead_carbonate
14,42.39,lead_carbonate
14.05,41.81,lead_carbonate
14.1,30.21,lead_carbonate
14.15,45.27,lead_carbonate
14.2,35.78,lead_carbonate
14.25,34.04,lead_carbonate
14.3,51.66,lead_carbonate
14.35,42.04,lead_carbonate
14.4,39.52,lead_carbonate
14.45,39.59,lead_carbonate
14.5,41.29,lead_carbonate
14.55,40.7,lead_carbonate
14.6,43.51,lead_carbonate
14.65,33.93,lead_carbonate
14.7,50.32,lead_carbonate
14.75,36.61,lead_carbonate
14.8,52,lead_carbonate
14.85,31.69,lead_carbonate
14.9,38.36,lead_carbonate
14.95,53.2,lead_carbonate
15,45.96,lead_carbonate
15.05,32.21,lead_carbonate
15.1,35.66,lead_carbonate
15.15,36.11,lead_carbonate
15.2,38.57,lead_carbonate
15.25,35.04,lead_carbonate
15.3,38.15,lead_carbonate
15.35,40.48,lead_carbonate
15.4,43.99,lead_carbonate
15.45,43.53,lead_carbonate
15.5,50.76,lead_carbonate
15.55,19.82,lead_carbonate
15.6,47.76,lead_carbonate
15.65,24.5,lead_carbonate
15.7,31.88,lead_carbonate
15.75,37.83,lead_carbonate
15.8,32.84,lead_carbonate
15.85,28.63,lead_carbonate
15.9,48.97,lead_carbonate
15.95,41.75,lead_carbonate
16,45.56,lead_carbonate
16.05,41.37,lead_carbonate
16.1,33.26,lead_carbonate
16.15,48.2,lead_carbonate
16.2,25.12,lead_carbonate
16.25,40.84,lead_carbonate
16.3,33.52,lead_carbonate
16.35,49.14,lead_carbonate
16.4,35.51,lead_carbonate
16.45,41.18,lead_carbonate
16.5,21.68,lead_carbonate
16.55,54.25,lead_carbonate
16.6,28.86,lead_carbonate
16.65,44.08,lead_carbonate
16.7,24.06,lead_carbonate
16.75,34.36,lead_carbonate
16.8,44.58,lead_carbonate
16.85,48.45,lead_carbonate
16.9,27.64,lead_carbonate
16.95,34.76,lead_carbonate
17,24.38,lead_carbonate
17.05,28.88,lead_carbonate
17.1,33.37,lead_carbonate
17.15,44.31,lead_carbonate
17.2,27.59,lead_carbonate
17.25,27.55,lead_carbonate
17.3,40.5,lead_carbonate
17.35,43.13,lead_carbonate
17.4,30.88,lead_carbonate
17.45,48.39,lead_carbonate
17.5,22.05,lead_carbonate
17.55,33.83,lead_carbonate
17.6,39.73,lead_carbonate
17.65,30.57,lead_carbonate
17.7,44.99,lead_carbonate
17.75,29.14,lead_carbonate
17.8,36.35,lead_carbonate
17.85,40.58,lead_carbonate
17.9,27.4,lead_carbonate
17.95,31.58,lead_carbonate
18,33.44,lead_carbonate
18.05,33.54,lead_carbonate
18.1,35.4,lead_carbonate
18.15,42.11,lead_carbonate
18.2,32.38,lead_carbonate
18.25,37.9,lead_carbonate
18.3,28.68,lead_carbonate
18.35,33.03,lead_carbonate
18.4,37.66,lead_carbonate
18.45,39.3,lead_carbonate
18.5,32.81,lead_carbonate
18.55,40.7,lead_carbonate
18.6,30.25,lead_carbonate
18.65,46.77,lead_carbonate
18.7,18.7,lead_carbonate
18.75,36.1,lead_carbonate
18.8,37.31,lead_carbonate
18.85,29.04,lead_carbonate
18.9,27.3,lead_carbonate
18.95,35.89,lead_carbonate
19,30.73,lead_carbonate
19.05,43.93,lead_carbonate
19.1,29.68,lead_carbonate
19.15,39.66,lead_carbonate
19.2,41.53,lead_carbonate
19.25,35.76,lead_carbonate
19.3,30.85,lead_carbonate
19.35,40.15,lead_carbonate
19.4,37.46,lead_carbonate
19.45,38.82,lead_carbonate
19.5,44.02,lead_carbonate
19.55,65.91,lead_carbonate
19.6,53.89,lead_carbonate
19.65,66.82,lead_carbonate
19.7,119.3,lead_carbonate
19.75,144.81,lead_carbonate
19.8,201.68,lead_carbonate
19.85,400.48,lead_carbonate
19.9,592.09,lead_carbonate
19.95,610.13,lead_carbonate
20,830.82,lead_carbonate
20.05,1685.2,lead_carbonate
20.1,1037.01,lead_carbonate
20.15,277.7,lead_carbonate
20.2,218.29,lead_carbonate
20.25,95.12,lead_carbonate
20.3,157.11,lead_carbonate
20.35,93.2,lead_carbonate
20.4,108.72,lead_carbonate
20.45,132.18,lead_carbonate
20.5,108.01,lead_carbonate
20.55,95.27,lead_carbonate
20.6,153.93,lead_carbonate
20.65,169.87,lead_carbonate
20.7,208.76,lead_carbonate
20.75,356.23,lead_carbonate
20.8,456.82,lead_carbonate
20.85,621.58,lead_carbonate
20.9,963.15,lead_carbonate
20.95,547.97,lead_carbonate
21,311.11,lead_carbonate
21.05,31.46,lead_carbonate
21.1,95.81,lead_carbonate
21.15,54.64,lead_carbonate
21.2,58.89,lead_carbonate
21.25,44.81,lead_carbonate
21.3,41.78,lead_carbonate
21.35,66.7,lead_carbonate
21.4,22.32,lead_carbonate
21.45,60.69,lead_carbonate
21.5,19.04,lead_carbonate
21.55,46.41,lead_carbonate
21.6,28.33,lead_carbonate
21.65,47.25,lead_carbonate
21.7,31.62,lead_carbonate
21.75,37.55,lead_carbonate
21.8,40.28,lead_carbonate
21.85,39.7,lead_carbonate
21.9,45.87,lead_carbonate
21.95,37.9,lead_carbonate
22,29.47,lead_carbonate
22.05,43.92,lead_carbonate
22.1,41.37,lead_carbonate
22.15,35.87,lead_carbonate
22.2,47.64,lead_carbonate
22.25,23.31,lead_carbonate
22.3,51.26,lead_carbonate
22.35,34.34,lead_carbonate
22.4,37.76,lead_carbonate
22.45,38.13,lead_carbonate
22.5,43.75,lead_carbonate
22.55,40.09,lead_carbonate
22.6,28.45,lead_carbonate
22.65,35.12,lead_carbonate
22.7,40.77,lead_carbonate
22.75,41.71,lead_carbonate
22.8,39.89,lead_carbonate
22.85,41.66,lead_carbonate
22.9,39.98,lead_carbonate
22.95,29.62,lead_carbonate
23,37.48,lead_carbonate
23.05,41.67,lead_carbonate
23.1,35.17,lead_carbonate
23.15,36.79,lead_carbonate
23.2,56.57,lead_carbonate
23.25,17.53,lead_carbonate
23.3,37.46,lead_carbonate
23.35,49.76,lead_carbonate
23.4,30.6,lead_carbonate
23.45,63.07,lead_carbonate
23.5,39.32,lead_carbonate
23.55,42.97,lead_carbonate
23.6,44.48,lead_carbonate
23.65,60.49,lead_carbonate
23.7,21.34,lead_carbonate
23.75,50.95,lead_carbonate
23.8,49.76,lead_carbonate
23.85,56.43,lead_carbonate
23.9,43.66,lead_carbonate
23.95,68.51,lead_carbonate
24,52.1,lead_carbonate
24.05,68.61,lead_carbonate
24.1,61.24,lead_carbonate
24.15,64.66,lead_carbonate
24.2,58.99,lead_carbonate
24.25,94.02,lead_carbonate
24.3,82.86,lead_carbonate
24.35,131.71,lead_carbonate
24.4,165.47,lead_carbonate
24.45,253.87,lead_carbonate
24.5,371.2,lead_carbonate
24.55,600.31,lead_carbonate
24.6,1149.82,lead_carbonate
24.65,2040.16,lead_carbonate
24.7,3432.64,lead_carbonate
24.75,5709.74,lead_carbonate
24.8,7182.11,lead_carbonate
24.85,3103.39,lead_carbonate
24.9,904.47,lead_carbonate
24.95,561.22,lead_carbonate
25,584.48,lead_carbonate
25.05,471.31,lead_carbonate
25.1,436.57,lead_carbonate
25.15,421.3,lead_carbonate
25.2,498.98,lead_carbonate
25.25,585.25,lead_carbonate
25.3,854.66,lead_carbonate
25.35,1317.86,lead_carbonate
25.4,1855.03,lead_carbonate
25.45,2930.49,lead_carbonate
25.5,1959.18,lead_carbonate
25.55,656.91,lead_carbonate
25.6,242.87,lead_carbonate
25.65,206.26,lead_carbonate
25.7,185.94,lead_carbonate
25.75,107.12,lead_carbonate
25.8,110.19,lead_carbonate
25.85,77.89,lead_carbonate
25.9,83.64,lead_carbonate
25.95,62.42,lead_carbonate
26,70.5,lead_carbonate
26.05,57.79,lead_carbonate
26.1,60.26,lead_carbonate
26.15,54.36,lead_carbonate
26.2,60.15,lead_carbonate
26.25,54.97,lead_carbonate
26.3,55.93,lead_carbonate
26.35,61.43,lead_carbonate
26.4,38.26,lead_carbonate
26.45,73.76,lead_carbonate
26.5,52.81,lead_carbonate
26.55,38.34,lead_carbonate
26.6,49.12,lead_carbonate
26.65,52.76,lead_carbonate
26.7,70.59,lead_carbonate
26.75,75.62,lead_carbonate
26.8,67.69,lead_carbonate
26.85,125.59,lead_carbonate
26.9,111.7,lead_carbonate
26.95,179.09,lead_carbonate
27,223.15,lead_carbonate
27.05,406.5,lead_carbonate
27.1,693.02,lead_carbonate
27.15,1216.29,lead_carbonate
27.2,1281.25,lead_carbonate
27.25,612.24,lead_carbonate
27.3,256.29,lead_carbonate
27.35,98.04,lead_carbonate
27.4,134.11,lead_carbonate
27.45,80.77,lead_carbonate
27.5,99.54,lead_carbonate
27.55,57.81,lead_carbonate
27.6,58.92,lead_carbonate
27.65,54.9,lead_carbonate
27.7,49,lead_carbonate
27.75,41.75,lead_carbonate
27.8,43.32,lead_carbonate
27.85,52.3,lead_carbonate
27.9,56.07,lead_carbonate
27.95,46.98,lead_carbonate
28,28.11,lead_carbonate
28.05,38.05,lead_carbonate
28.1,41.9,lead_carbonate
28.15,44.55,lead_carbonate
28.2,55.89,lead_carbonate
28.25,43.76,lead_carbonate
28.3,36.08,lead_carbonate
28.35,54.12,lead_carbonate
28.4,37.23,lead_carbonate
28.45,33.43,lead_carbonate
28.5,55.37,lead_carbonate
28.55,41.53,lead_carbonate
28.6,24.77,lead_carbonate
28.65,48.99,lead_carbonate
28.7,64.53,lead_carbonate
28.75,38.29,lead_carbonate
28.8,53.52,lead_carbonate
28.85,105.11,lead_carbonate
28.9,142.29,lead_carbonate
28.95,281.17,lead_carbonate
29,522.66,lead_carbonate
29.05,888.09,lead_carbonate
29.1,433.11,lead_carbonate
29.15,137.28,lead_carbonate
29.2,42.79,lead_carbonate
29.25,70.05,lead_carbonate
29.3,60.49,lead_carbonate
29.35,47.47,lead_carbonate
29.4,36.51,lead_carbonate
29.45,46.84,lead_carbonate
29.5,44.71,lead_carbonate
29.55,35.69,lead_carbonate
29.6,40.72,lead_carbonate
29.65,49.64,lead_carbonate
29.7,53.91,lead_carbonate
29.75,36.45,lead_carbonate
29.8,42.07,lead_carbonate
29.85,47.11,lead_carbonate
29.9,59.28,lead_carbonate
29.95,54.71,lead_carbonate
30,37.7,lead_carbonate
30.05,39.4,lead_carbonate
30.1,41.51,lead_carbonate
30.15,26.5,lead_carbonate
30.2,61.83,lead_carbonate
30.25,56.79,lead_carbonate
30.3,40.43,lead_carbonate
30.35,52.99,lead_carbonate
30.4,35.32,lead_carbonate
30.45,53.29,lead_carbonate
30.5,38.71,lead_carbonate
30.55,33.31,lead_carbonate
30.6,40.76,lead_carbonate
30.65,55.45,lead_carbonate
30.7,43.72,lead_carbonate
30.75,52.39,lead_carbonate
30.8,71.65,lead_carbonate
30.85,116.5,lead_carbonate
30.9,133.14,lead_carbonate
30.95,105.1,lead_carbonate
31,93.87,lead_carbonate
31.05,66.78,lead_carbonate
31.1,47.45,lead_carbonate
31.15,55,lead_carbonate
31.2,42.03,lead_carbonate
31.25,32.75,lead_carbonate
31.3,30.78,lead_carbonate
31.35,56.04,lead_carbonate
31.4,34.93,lead_carbonate
31.45,49.95,lead_carbonate
31.5,29.08,lead_carbonate
31.55,42.07,lead_carbonate
31.6,36.68,lead_carbonate
31.65,42.81,lead_carbonate
31.7,38.17,lead_carbonate
31.75,33.24,lead_carbonate
31.8,56.77,lead_carbonate
31.85,39.31,lead_carbonate
31.9,34.52,lead_carbonate
31.95,41.11,lead_carbonate
32,36.27,lead_carbonate
32.05,49.15,lead_carbonate
32.1,40.06,lead_carbonate
32.15,30.73,lead_carbonate
32.2,52.6,lead_carbonate
32.25,63.24,lead_carbonate
32.3,31.9,lead_carbonate
32.35,36.63,lead_carbonate
32.4,45.1,lead_carbonate
32.45,47.86,lead_carbonate
32.5,41.48,lead_carbonate
32.55,51.79,lead_carbonate
32.6,36.97,lead_carbonate
32.65,50.3,lead_carbonate
32.7,50.82,lead_carbonate
32.75,46.16,lead_carbonate
32.8,67.85,lead_carbonate
32.85,85.44,lead_carbonate
32.9,95.69,lead_carbonate
32.95,121.71,lead_carbonate
33,153.42,lead_carbonate
33.05,121.6,lead_carbonate
33.1,58.11,lead_carbonate
33.15,72.58,lead_carbonate
33.2,72.57,lead_carbonate
33.25,30.42,lead_carbonate
33.3,52.69,lead_carbonate
33.35,59.02,lead_carbonate
33.4,52.91,lead_carbonate
33.45,46.65,lead_carbonate
33.5,70.91,lead_carbonate
33.55,69.18,lead_carbonate
33.6,54.58,lead_carbonate
33.65,69.59,lead_carbonate
33.7,87.56,lead_carbonate
33.75,81.13,lead_carbonate
33.8,119.47,lead_carbonate
33.85,173.85,lead_carbonate
33.9,251.03,lead_carbonate
33.95,348.68,lead_carbonate
34,529.63,lead_carbonate
34.05,739.25,lead_carbonate
34.1,645.03,lead_carbonate
34.15,917.96,lead_carbonate
34.2,1097.96,lead_carbonate
34.25,403.82,lead_carbonate
34.3,169.36,lead_carbonate
34.35,124.8,lead_carbonate
34.4,169.26,lead_carbonate
34.45,258.43,lead_carbonate
34.5,391.66,lead_carbonate
34.55,748.33,lead_carbonate
34.6,1249.38,lead_carbonate
34.65,1076.94,lead_carbonate
34.7,673.7,lead_carbonate
34.75,355.45,lead_carbonate
34.8,244.2,lead_carbonate
34.85,219.34,lead_carbonate
34.9,241.34,lead_carbonate
34.95,185.64,lead_carbonate
35,164.62,lead_carbonate
35.05,118.9,lead_carbonate
35.1,125.03,lead_carbonate
35.15,152.06,lead_carbonate
35.2,133.33,lead_carbonate
35.25,101.36,lead_carbonate
35.3,135.81,lead_carbonate
35.35,177.18,lead_carbonate
35.4,235.13,lead_carbonate
35.45,328.35,lead_carbonate
35.5,663.73,lead_carbonate
35.55,1049.04,lead_carbonate
35.6,654.92,lead_carbonate
35.65,381.92,lead_carbonate
35.7,281.27,lead_carbonate
35.75,259.31,lead_carbonate
35.8,278.69,lead_carbonate
35.85,338.21,lead_carbonate
35.9,475.97,lead_carbonate
35.95,829.82,lead_carbonate
36,1489.11,lead_carbonate
36.05,2505.73,lead_carbonate
36.1,2937.1,lead_carbonate
36.15,1810.58,lead_carbonate
36.2,747.76,lead_carbonate
36.25,376.4,lead_carbonate
36.3,182.79,lead_carbonate
36.35,139.46,lead_carbonate
36.4,136.47,lead_carbonate
36.45,96.11,lead_carbonate
36.5,91.72,lead_carbonate
36.55,91.26,lead_carbonate
36.6,56.28,lead_carbonate
36.65,69.17,lead_carbonate
36.7,63.11,lead_carbonate
36.75,61.67,lead_carbonate
36.8,63.55,lead_carbonate
36.85,60.08,lead_carbonate
36.9,25.46,lead_carbonate
36.95,39.42,lead_carbonate
37,46.53,lead_carbonate
37.05,57.58,lead_carbonate
37.1,49.56,lead_carbonate
37.15,27.89,lead_carbonate
37.2,32.97,lead_carbonate
37.25,54.87,lead_carbonate
37.3,44.2,lead_carbonate
37.35,33.43,lead_carbonate
37.4,44.1,lead_carbonate
37.45,29.65,lead_carbonate
37.5,39.31,lead_carbonate
37.55,33.74,lead_carbonate
37.6,26.39,lead_carbonate
37.65,39.42,lead_carbonate
37.7,45.34,lead_carbonate
37.75,35.79,lead_carbonate
37.8,34.34,lead_carbonate
37.85,30.02,lead_carbonate
37.9,31.93,lead_carbonate
37.95,28.95,lead_carbonate
38,26.16,lead_carbonate
38.05,43.71,lead_carbonate
38.1,37.4,lead_carbonate
38.15,30.07,lead_carbonate
38.2,22.35,lead_carbonate
38.25,35.25,lead_carbonate
38.3,37.64,lead_carbonate
38.35,41.25,lead_carbonate
38.4,32.89,lead_carbonate
38.45,30.35,lead_carbonate
38.5,46.54,lead_carbonate
38.55,28.39,lead_carbonate
38.6,52.87,lead_carbonate
38.65,39.13,lead_carbonate
38.7,30.43,lead_carbonate
38.75,17.29,lead_carbonate
38.8,44.05,lead_carbonate
38.85,36.11,lead_carbonate
38.9,31.98,lead_carbonate
38.95,49.81,lead_carbonate
39,36.63,lead_carbonate
39.05,37.92,lead_carbonate
39.1,38.37,lead_carbonate
39.15,47.85,lead_carbonate
39.2,48.48,lead_carbonate
39.25,58.66,lead_carbonate
39.3,51.11,lead_carbonate
39.35,37.04,lead_carbonate
39.4,27.88,lead_carbonate
39.45,34.19,lead_carbonate
39.5,35.96,lead_carbonate
39.55,39.92,lead_carbonate
39.6,41.88,lead_carbonate
39.65,28.84,lead_carbonate
39.7,41.89,lead_carbonate
39.75,44.27,lead_carbonate
39.8,37.01,lead_carbonate
39.85,46.57,lead_carbonate
39.9,77.07,lead_carbonate
39.95,64.28,lead_carbonate
40,27.94,lead_carbonate
40.05,44.68,lead_carbonate
40.1,49.99,lead_carbonate
40.15,38.73,lead_carbonate
40.2,35.64,lead_carbonate
40.25,64.06,lead_carbonate
40.3,93.83,lead_carbonate
40.35,188.81,lead_carbonate
40.4,363.87,lead_carbonate
40.45,435.62,lead_carbonate
40.5,162.02,lead_carbonate
40.55,119.72,lead_carbonate
40.6,122.02,lead_carbonate
40.65,197.61,lead_carbonate
40.7,417.16,lead_carbonate
40.75,742.12,lead_carbonate
40.8,696.95,lead_carbonate
40.85,288.38,lead_carbonate
40.9,167.35,lead_carbonate
40.95,95.78,lead_carbonate
41,88.95,lead_carbonate
41.05,89.38,lead_carbonate
41.1,68.35,lead_carbonate
41.15,42.51,lead_carbonate
41.2,65.48,lead_carbonate
41.25,68.91,lead_carbonate
41.3,57.55,lead_carbonate
41.35,42.57,lead_carbonate
41.4,48.7,lead_carbonate
41.45,72.41,lead_carbonate
41.5,41.51,lead_carbonate
41.55,14.08,lead_carbonate
41.6,53.83,lead_carbonate
41.65,64.61,lead_carbonate
41.7,53.21,lead_carbonate
41.75,35.44,lead_carbonate
41.8,27.87,lead_carbonate
41.85,60.82,lead_carbonate
41.9,53.6,lead_carbonate
41.95,64.25,lead_carbonate
42,48.93,lead_carbonate
42.05,55.71,lead_carbonate
42.1,28.72,lead_carbonate
42.15,53.95,lead_carbonate
42.2,86.41,lead_carbonate
42.25,71.52,lead_carbonate
42.3,70.95,lead_carbonate
42.35,94.63,lead_carbonate
42.4,153.23,lead_carbonate
42.45,168.9,lead_carbonate
42.5,200.1,lead_carbonate
42.55,304.71,lead_carbonate
42.6,350.67,lead_carbonate
42.65,267.41,lead_carbonate
42.7,120.22,lead_carbonate
42.75,102.32,lead_carbonate
42.8,109.8,lead_carbonate
42.85,112.72,lead_carbonate
42.9,113.43,lead_carbonate
42.95,157.39,lead_carbonate
43,234.77,lead_carbonate
43.05,343.21,lead_carbonate
43.1,279.93,lead_carbonate
43.15,192.94,lead_carbonate
43.2,189.85,lead_carbonate
43.25,222.22,lead_carbonate
43.3,373.69,lead_carbonate
43.35,678.73,lead_carbonate
43.4,1590.72,lead_carbonate
43.45,2582.71,lead_carbonate
43.5,1651.29,lead_carbonate
43.55,762.39,lead_carbonate
43.6,422.03,lead_carbonate
43.65,211.7,lead_carbonate
43.7,122.1,lead_carbonate
43.75,144.61,lead_carbonate
43.8,153.09,lead_carbonate
43.85,129.17,lead_carbonate
43.9,126.77,lead_carbonate
43.95,116.02,lead_carbonate
44,105.27,lead_carbonate
44.05,112.8,lead_carbonate
44.1,204.49,lead_carbonate
44.15,237.12,lead_carbonate
44.2,300.67,lead_carbonate
44.25,245.76,lead_carbonate
44.3,178.63,lead_carbonate
44.35,108.09,lead_carbonate
44.4,102.83,lead_carbonate
